row_index,career,split
23214,Network Security Engineer,train
23215,AR/VR Developer,train
23216,Salesforce Developer,test
23217,Research Scientist (AI),train
23218,Cloud Data Engineer,train
23219,Kubernetes Engineer,train
23220,IT Manager,train
23221,Rust Developer,train
23222,Fullstack Developer,train
23223,Quantitative Analyst,train
23224,Firmware Engineer,train
23225,Firmware Engineer,train
23226,DevSecOps Engineer,train
23227,COBOL Developer,train
23228,Full Stack Machine Learning Engineer,train
23229,IT Support Specialist,train
23230,AWS Solutions Architect,test
23231,Research Scientist (AI),train
23232,Penetration Tester,test
23233,Network Security Engineer,train
23234,Cloud Engineer,train
23235,SOC Analyst,train
23236,IT Manager,train
23237,Helpdesk Technician,train
23238,Electrical Engineer,test
23239,PHP Developer,train
23240,Ruby Developer,train
23241,Embedded Systems Engineer,train
23242,Security Engineer,train
23243,Embedded Systems Engineer,train
23244,Automation Engineer,train
23245,Systems Administrator,train
23246,SOC Analyst,train
23247,Machine Learning Engineer,train
23248,Network Security Engineer,train
23249,MLOps Engineer,train
23250,Java Developer,train
23251,IT Auditor,train
23252,Ruby Developer,train
23253,Cloud Data Engineer,train
23254,React Developer,train
23255,MLOps Engineer,train
23256,Scrum Master,train
23257,Data Analyst,train
23258,iOS Developer,train
23259,Android Developer,test
23260,Business Analyst,train
23261,Swift Developer,train
23262,Quantitative Analyst,train
23263,Product Manager,test
23264,IT Support Specialist,train
23265,Fintech Developer,test
23266,Electronics Engineer,train
23267,ERP Developer,train
23268,Fullstack Developer,train
23269,Application Security Engineer,train
23270,Python Developer,train
23271,Android Developer,test
23272,Cloud Data Engineer,test
23273,Fintech Developer,train
23274,Full Stack Machine Learning Engineer,train
23275,Electrical Engineer,test
23276,MLOps Engineer,train
23277,Product Designer,train
23278,Backend Developer,train
23279,IT Support Specialist,train
23280,IoT Engineer,train
23281,Machine Learning Engineer,train
23282,Ruby Developer,train
23283,Application Security Engineer,train
23284,iOS Developer,train
23285,Product Manager,train
23286,DevSecOps Engineer,train
23287,Prompt Engineer,test
23288,AI Safety Engineer,train
23289,IoT Engineer,train
23290,R Developer,train
23291,Swift Developer,train
23292,IT Manager,train
23293,Low Code Developer,train
23294,Technical Writer,test
23295,Platform Engineer,train
23296,Product Manager,test
23297,Rust Developer,test
23298,UI/UX Designer,test
23299,Signal Processing Engineer,test
23300,Computer Vision Engineer,train
23301,GraphQL Developer,train
23302,Python Developer,train
23303,IT Auditor,train
23304,Data Engineer,train
23305,Firmware Engineer,test
23306,SEO Specialist,train
23307,Scrum Master,train
23308,Kubernetes Engineer,test
23309,Application Security Engineer,test
23310,Salesforce Developer,train
23311,SEO Specialist,train
23312,IoT Engineer,train
23313,Helpdesk Technician,train
23314,Computer Vision Engineer,train
23315,IoT Developer,train
23316,Robotics Engineer,train
23317,DevSecOps Engineer,train
23318,Cloud Data Engineer,train
23319,Fullstack Developer,test
23320,DevSecOps Engineer,train
23321,Computer Hardware Engineer,train
23322,Data Governance Analyst,train
23323,Rust Developer,train
23324,iOS/Android Cross Platform Developer,train
23325,Product Manager,train
23326,Swift Developer,train
23327,MLOps Engineer,train
23328,Solutions Engineer,train
23329,Solutions Engineer,train
23330,Database Administrator,test
23331,Operations Research Analyst,train
23332,CTO,train
23333,Computer Vision Engineer,train
23334,R Developer,train
23335,DevSecOps Engineer,test
23336,Site Reliability Engineer,train
23337,AI Safety Engineer,train
23338,MLOps Engineer,train
23339,VLSI Engineer,train
23340,Data Analyst,train
23341,Python Developer,train
23342,WordPress Developer,train
23343,Low Code Developer,train
23344,Cybersecurity Analyst,train
23345,Game Developer,train
23346,React Developer,test
23347,Systems Administrator,train
23348,AR/VR Developer,train
23349,IT Support Specialist,test
23350,Full Stack Machine Learning Engineer,train
23351,Fintech Developer,train
23352,IoT Developer,train
23353,Cloud Security Engineer,train
23354,Java Developer,train
23355,Enterprise Architect,train
23356,GraphQL Developer,train
23357,ERP Developer,train
23358,Firmware Engineer,train
23359,DevSecOps Engineer,train
23360,Data Scientist,train
23361,iOS Developer,test
23362,React Developer,test
23363,Penetration Tester,train
23364,COBOL Developer,train
23365,React Native Developer,test
23366,Data Governance Analyst,train
23367,AI Engineer,test
23368,Robotics Engineer,test
23369,SOC Analyst,train
23370,iOS Developer,train
23371,Signal Processing Engineer,train
23372,Blockchain Developer,train
23373,Computer Hardware Engineer,train
23374,Computer Vision Engineer,train
23375,Java Developer,train
23376,Java Developer,train
23377,PHP Developer,train
23378,Big Data Engineer,train
23379,.NET Developer,train
23380,React Developer,train
23381,Site Reliability Engineer,test
23382,Electronics Engineer,test
23383,Data Engineer,train
23384,Enterprise Architect,train
23385,VLSI Engineer,train
23386,ERP Developer,train
23387,Signal Processing Engineer,train
23388,DevOps Engineer,test
23389,Firmware Engineer,train
23390,Frontend Developer,train
23391,Backend Developer,train
23392,IoT Engineer,train
23393,React Native Developer,test
23394,React Developer,train
23395,Data Engineer,train
23396,WordPress Developer,test
23397,Scala Developer,test
23398,iOS Developer,train
23399,Blockchain Developer,train
23400,Electronics Engineer,test
23401,Cloud Engineer,train
23402,Cloud Data Engineer,train
23403,Scrum Master,train
23404,Product Manager,train
23405,Python Developer,train
23406,ERP Developer,train
23407,IoT Engineer,train
23408,Data Scientist,train
23409,Blockchain Developer,train
23410,Big Data Engineer,train
23411,Penetration Tester,test
23412,DevOps Engineer,train
23413,Scala Developer,train
23414,IT Support Specialist,train
23415,AR/VR Developer,train
23416,Signal Processing Engineer,train
23417,iOS Developer,train
23418,Firmware Engineer,train
23419,Machine Learning Engineer,test
23420,Software Architect,train
23421,Quantitative Analyst,test
23422,Database Administrator,train
23423,R Developer,train
23424,Salesforce Developer,train
23425,Network Engineer,train
23426,Kubernetes Engineer,train
23427,Signal Processing Engineer,train
23428,COBOL Developer,train
23429,iOS Developer,train
23430,Game Developer,train
23431,GraphQL Developer,test
23432,Electronics Engineer,train
23433,MLOps Engineer,test
23434,Fullstack Developer,train
23435,Research Scientist (AI),train
23436,Signal Processing Engineer,test
23437,Low Code Developer,train
23438,iOS/Android Cross Platform Developer,test
23439,Technical Writer,train
23440,Database Administrator,test
23441,AWS Solutions Architect,train
23442,iOS Developer,train
23443,Robotics Engineer,train
23444,Robotics Engineer,train
23445,Android Developer,test
23446,Data Governance Analyst,train
23447,Java Developer,train
23448,Software Architect,train
23449,Swift Developer,test
23450,ERP Developer,test
23451,Computer Hardware Engineer,train
23452,Solutions Engineer,train
23453,SOC Analyst,train
23454,Ruby Developer,train
23455,Technical Project Manager,test
23456,Kubernetes Engineer,test
23457,Blockchain Developer,train
23458,NLP Engineer,train
23459,Low Code Developer,test
23460,UI/UX Designer,train
23461,Go Developer,test
23462,Helpdesk Technician,train
23463,NLP Engineer,train
23464,Quantitative Analyst,train
23465,COBOL Developer,train
23466,Helpdesk Technician,train
23467,Business Intelligence Developer,test
23468,Cloud Engineer,test
23469,Ruby Developer,train
23470,Big Data Engineer,train
23471,Security Engineer,train
23472,Kubernetes Engineer,train
23473,IoT Developer,train
23474,NLP Engineer,train
23475,Network Engineer,train
23476,Digital Marketing Tech,train
23477,Fullstack Developer,test
23478,Site Reliability Engineer (SRE),train
23479,Cloud Data Engineer,train
23480,COBOL Developer,train
23481,Signal Processing Engineer,test
23482,Cloud Security Engineer,train
23483,Technical Project Manager,train
23484,iOS/Android Cross Platform Developer,train
23485,QA Engineer,train
23486,Blockchain Developer,train
23487,UI/UX Designer,test
23488,Signal Processing Engineer,train
23489,IoT Developer,test
23490,COBOL Developer,test
23491,iOS/Android Cross Platform Developer,train
23492,React Native Developer,train
23493,Operations Research Analyst,train
23494,Rust Developer,train
23495,SEO Specialist,test
23496,COBOL Developer,train
23497,UI/UX Designer,train
23498,Graphic Designer,train
23499,Penetration Tester,train
23500,QA Engineer,train
23501,Java Developer,train
23502,NLP Engineer,train
23503,SEO Specialist,train
23504,Cloud Data Engineer,test
23505,Product Designer,train
23506,VLSI Engineer,train
23507,Systems Administrator,train
23508,AI Safety Engineer,train
23509,Site Reliability Engineer (SRE),train
23510,Firmware Engineer,train
23511,Cybersecurity Analyst,train
23512,Business Analyst,test
23513,Prompt Engineer,train
23514,Rust Developer,train
23515,COBOL Developer,train
23516,Blockchain Developer,test
23517,Ruby Developer,train
23518,WordPress Developer,train
23519,Graphic Designer,train
23520,Penetration Tester,train
23521,SEO Specialist,train
23522,Frontend Developer,train
23523,Computer Vision Engineer,train
23524,Robotics Engineer,train
23525,Computer and Information Research Scientist,test
23526,Computer Vision Engineer,train
23527,Game Developer,train
23528,Ruby Developer,test
23529,Platform Engineer,train
23530,Computer and Information Research Scientist,test
23531,NLP Engineer,train
23532,Graphic Designer,train
23533,Scrum Master,train
23534,Blockchain Developer,train
23535,Signal Processing Engineer,test
23536,React Developer,train
23537,Fullstack Developer,train
23538,Cloud Security Engineer,train
23539,DevOps Engineer,train
23540,Product Designer,train
23541,SOC Analyst,train
23542,Graphic Designer,train
23543,Rust Developer,test
23544,UI/UX Designer,test
23545,Network Security Engineer,train
23546,Low Code Developer,train
23547,Enterprise Architect,train
23548,CTO,train
23549,IT Auditor,train
23550,Graphic Designer,test
23551,Android Developer,train
23552,Firmware Engineer,train
23553,AR/VR Developer,test
23554,NLP Engineer,train
23555,Fullstack Developer,test
23556,Game Developer,train
23557,COBOL Developer,train
23558,Database Administrator,train
23559,Solutions Engineer,train
23560,Rust Developer,train
23561,IT Support Specialist,test
23562,DevSecOps Engineer,train
23563,Technical Project Manager,train
23564,Ruby Developer,train
23565,CTO,train
23566,Fullstack Developer,train
23567,Software Architect,train
23568,Technical Project Manager,train
23569,Systems Administrator,train
23570,Quantitative Analyst,train
23571,DevSecOps Engineer,test
23572,Low Code Developer,train
23573,Cloud Security Engineer,train
23574,React Native Developer,train
23575,R Developer,test
23576,IT Support Specialist,train
23577,Software Architect,train
23578,IoT Developer,train
23579,Robotics Engineer,train
23580,Data Scientist,train
23581,CTO,train
23582,Fintech Developer,train
23583,Embedded Systems Engineer,test
23584,Electrical Engineer,train
23585,Data Analyst,train
23586,Python Developer,train
23587,Graphic Designer,train
23588,VLSI Engineer,train
23589,IT Support Specialist,train
23590,Data Scientist,test
23591,IT Manager,test
23592,Salesforce Developer,train
23593,Machine Learning Engineer,test
23594,Big Data Engineer,train
23595,Robotics Engineer,train
23596,ERP Developer,train
23597,Solutions Engineer,train
23598,DevOps Engineer,train
23599,GraphQL Developer,train
23600,Rust Developer,train
23601,Penetration Tester,train
23602,Technical Writer,train
23603,Swift Developer,train
23604,Cloud Engineer,train
23605,AI Safety Engineer,train
23606,GraphQL Developer,train
23607,Business Analyst,test
23608,Blockchain Developer,train
23609,Computer and Information Research Scientist,train
23610,Cybersecurity Analyst,train
23611,iOS Developer,train
23612,AI Safety Engineer,train
23613,DevOps Engineer,train
23614,Game Developer,train
23615,PHP Developer,train
23616,CTO,train
23617,Solutions Engineer,train
23618,Application Security Engineer,train
23619,MLOps Engineer,train
23620,Product Manager,train
23621,Cloud Data Engineer,train
23622,Computer Vision Engineer,train
23623,Software Architect,train
23624,Electronics Engineer,train
23625,GraphQL Developer,test
23626,Swift Developer,train
23627,Game Developer,test
23628,Site Reliability Engineer (SRE),train
23629,Platform Engineer,train
23630,Signal Processing Engineer,test
23631,Database Administrator,test
23632,Big Data Engineer,train
23633,Systems Administrator,train
23634,Kubernetes Engineer,test
23635,UI/UX Designer,train
23636,Full Stack Machine Learning Engineer,test
23637,Scala Developer,train
23638,Site Reliability Engineer (SRE),train
