Profile_ID,Career,Skills,Education,Experience,Job_Description
Mechatronics Engineers_12,Mechatronics Engineers,"Keysight Intuilink Connectivity Software, dSPACE, Artisan Studio, Dassault Systemes SolidWorks, C#, ANSYS simulation software, Debuggers, C, Finite element method FEM software, Embedded systems development software, Disk file systems, Hardware description language HDL, Computer assisted software engineering CASE software, C++, IBM Rational, AVEVA InTouch HMI, Autodesk AutoCAD",8.44,8.9,"Research, design, develop, or test automation, intelligent systems, smart devices, or industrial systems control."
Health Informatics Specialists_7,Health Informatics Specialists,"eClinicalWorks EHR software, ChartWare EMR, Cerner PowerChart, Allscripts Sunrise, e-MDs software, LAMP Stack, Amkai AmkaiCharts, ESRI ArcGIS software, Allscripts Professional EHR, Cerner Millennium, Apache Hadoop, Computer aided software engineering CASE tools, Healthcare management system, Bizmatics PrognoCIS EMR, Epic Systems, Computerized physician order entry CPOE software, Electronic medical administration record eMAR software",8.79,7.0,"Apply knowledge of nursing and informatics to assist in the design, development, and ongoing modification of computerized health care systems. May educate staff and assist in problem solving to promote the implementation of the health care system."
Structural Metal Fabricators and Fitters_9,Structural Metal Fabricators and Fitters,"Microsoft Outlook, Microsoft Excel, Microsoft Word, Three-dimensional modeling software, Dassault Systemes CATIA, Computer aided design and drafting CADD software",8.47,9.4,"Fabricate, position, align, and fit parts of structural metal products."
Automotive Engineers_18,Automotive Engineers,"Autodesk Alias Automotive, Autodesk AutoCAD, Atlassian Bamboo, Adobe Photoshop, Autodesk SketchBook Pro, ANSYS simulation software, AVL AVL CRUISE, Apache Groovy, Ashlar-Vellum Graphite, 1CadCam Unigraphics, Autodesk AutoCAD Mechanical, C, Atlassian JIRA, Atlassian Confluence, Autodesk Inventor, Ambient Design ArtRage, C++",8.23,9.2,"Develop new or improved designs for vehicle structural members, engines, transmissions, or other vehicle systems, using computer-assisted design technology. Direct building, modification, or testing of vehicle or components."
"Pesticide Handlers, Sprayers, and Applicators, Vegetation_11","Pesticide Handlers, Sprayers, and Applicators, Vegetation","Google Android, Materials inventory software, Geographic information system GIS systems, Microsoft Excel, Rate calculation software, Facebook, Unit conversion software, Customer database software, Microsoft Outlook",8.36,8.8,"Mix or apply pesticides, herbicides, fungicides, or insecticides through sprays, dusts, vapors, soil incorporation, or chemical application on trees, shrubs, lawns, or crops. Usually requires specific training and state or federal certification."
Occupational Therapists_9,Occupational Therapists,"Bizmatics PrognoCIS EMR, Crick Software Clicker 4, FileMaker Pro, Microsoft Word, Computer drawing software, Lexrotech LxPediatric, Math educational software, Facebook, HMS, OpenOffice WRITER, Casamba Smart, Mayer-Johnson Boardmaker, Fifth Walk BillingTracker",8.43,9.4,"Assess, plan, and organize rehabilitative programs that help build or restore vocational, homemaking, and daily living skills, as well as general independence, to persons with disabilities or developmental delays. Use therapeutic techniques, adapt the individual's environment, teach skills, and modify specific tasks that present barriers to the individual."
Payroll and Timekeeping Clerks_16,Payroll and Timekeeping Clerks,"BSI ComplianceFactory, Human resource management software HRMS, ADP PC/Payroll, IBM Cognos Impromptu, Asure Software HCM, ADP Enterprise HR, ADP Workforce Now, Galaxy Technologies TimeStar Enterprise, Human Resource MicroSystems HR Entre, Automated payroll software, CyberShift Workforce Management 3G Time and Attendance, API Navigator",8.46,6.1,"Compile and record employee time and payroll data. May compute employees' time worked, production, and commission. May compute and post wages and deductions, or prepare paychecks."
Forest Fire Inspectors and Prevention Specialists_4,Forest Fire Inspectors and Prevention Specialists,"Git, Ansible software, Linux, Microsoft Azure software, Mapping software, Microsoft PowerPoint, Microsoft SQL Server, Amazon Web Services AWS CloudFormation, Microsoft PowerShell, Microsoft Active Server Pages ASP, Fire incident reporting systems, Amazon Web Services AWS software",8.17,10.7,"Enforce fire regulations, inspect forest for fire hazards, and recommend forest fire prevention or control measures. May report forest fires and weather conditions."
"Pump Operators, Except Wellhead Pumpers_13","Pump Operators, Except Wellhead Pumpers","Operational databases, Computerized maintenance management system CMMS, Microsoft Office software, Microsoft Excel, Supervisory control and data acquisition SCADA software, Microsoft Outlook, Microsoft Word",8.2,10.3,"Tend, control, or operate power-driven, stationary, or portable pumps and manifold systems to transfer gases, oil, other liquids, slurries, or powdered materials to and from various vessels and processes."
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic_16","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Inventory tracking software, Computer numerical control CNC editor software, G-code",8.68,9.8,"Set up, operate, or tend lathe and turning machines to turn, bore, thread, form, or face metal or plastic materials, such as wire, rod, or bar stock."
Genetic Counselors_2,Genetic Counselors,"Benetech PRA, BRCAPRO, Breast Cancer Risk Assessment Tool, CancerGene, CyrillicSoftware Cyrillic, Database software, FileMaker Pro, Ftree, Jurek Software Pedigree-Draw, Medgen PED, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, PedHunter, PediDraw, Pedigree drawing and management software, Progeny Software Progeny Clinical",8.33,12.8,"Assess individual or family risk for a variety of inherited conditions, such as genetic disorders and birth defects. Provide information to other healthcare providers or to individuals and families concerned with the risk of inherited conditions. Advise individuals and families to support informed decisionmaking and coping methods for those at risk. May help conduct research related to genetic conditions or genetic counseling."
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic_16","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","Vero Software ALPHACAM, Siemens Solid Edge, SWIVEL Software, Kentech machine shop software, Microsoft Word, Mastercam computer-aided design and manufacturing software, G-code, Autodesk AutoCAD, Microsoft Excel, M-code, EditCNC, SmartCAMcnc SmartCAM, Vero Software Edgecam, Extensible markup language XML, Microsoft Office software",8.18,10.3,"Set up, operate, or tend milling or planing machines to mill, plane, shape, groove, or profile metal or plastic work pieces."
Fashion Designers_13,Fashion Designers,"Adobe Acrobat, Adobe Creative Cloud software, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Autodesk AutoCAD Design Suite, Autodesk Revit, Autodesk SketchBook Pro, C-DESIGN Fashion, CLO Virtual Fashion Marvelous Designer, Computer aided design and drafting software CADD, Corel CorelDraw Graphics Suite, Corel Painter, Fashion Toolbox, Financial accounting software, JavaScript, Lectra Prima Vision Print Repeat, Microsoft Excel, Microsoft Office software, Microsoft Outlook",8.33,7.9,Design clothing and accessories. Create original designs or adapt fashion trends.
Occupational Therapists_8,Occupational Therapists,"OpenOffice WRITER, Facebook, Email software, eClinicalWorks EHR software, FileMaker Pro, Language arts educational software, HMS, Bizmatics PrognoCIS EMR, Fifth Walk BillingTracker, Microsoft Excel, Microsoft Word, Computer drawing software, Math educational software, Lexrotech LxPediatric, Crick Software Clicker 4, Casamba Smart, Microsoft Office software, Mayer-Johnson Boardmaker, Duxbury Braille Translator, Music software",8.35,10.8,"Assess, plan, and organize rehabilitative programs that help build or restore vocational, homemaking, and daily living skills, as well as general independence, to persons with disabilities or developmental delays. Use therapeutic techniques, adapt the individual's environment, teach skills, and modify specific tasks that present barriers to the individual."
Range Managers_7,Range Managers,"Clark Labs IDRISI Selva, FlamMap, Aquatic Plant Information Retrieval System APIRS, Geographic resources analysis support system GRASS, CorridorDesigner, ESSA TechnologiesTool for Exploratory Landscape Scenario Analyses TELSA, Geographic information system GIS systems, Fire Spread Probability FSPro, Fuel Characteristic Classification System FCCS, Global positioning system GPS software, FEAT/Firemon integrated FFI, Automated Geospatial Watershed Assessment AGWA, Adobe Photoshop, ESRI ArcGIS software, FARSITE, ESRI software, BehavePlus, GNU Image Manipulation Program GIMP",8.55,6.2,"Research or study range land management practices to provide sustained production of forage, livestock, and wildlife."
Automotive and Watercraft Service Attendants_12,Automotive and Watercraft Service Attendants,"Web browser software, Microsoft Outlook, Microsoft Windows, Software libraries, Inventory management systems, Apple Safari, Microsoft Excel",8.34,9.2,"Service automobiles, buses, trucks, boats, and other automotive or marine vehicles with fuel, lubricants, and accessories. Collect payment for services and supplies. May lubricate vehicle, change motor oil, refill antifreeze, or replace lights or other accessories, such as windshield wiper blades or fan belts. May repair or replace tires."
